Date,Text,Mood_Score,Mood_Label,Suggestion
2025-06-14 03:20:30,"June 14, 2025

The  was a blur. Everyone seemed to be talking, and enjoying themselves, but I felt like I was watching from behind a glass wall. No one really noticed me, and I didn't know how to break through. I ended up spending most of the night by myself, nursing a drink and feeling utterly invisible. It's like I'm on the outside looking in, and no one is reaching out to pull me in. Maybe I'm just not meant to be part of this world.",,Joy,You’re radiating happiness! Share your light with others today.
2025-06-14 03:20:39,"June 14, 2025

The was a blur. Everyone seemed to be talking, and enjoying themselves, but I felt like I was watching from behind a glass wall. No one really noticed me, and I didn't know how to break through. I ended up spending most of the night by myself, nursing a drink and feeling utterly invisible. It's like I'm on the outside looking in, and no one is reaching out to pull me in. Maybe I'm just not meant to be a sad part of this world.",,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:20:49,"June 14, 2025

The party was a blur. Everyone seemed to be talking, and enjoying themselves, but I felt like I was watching from behind a glass wall. No one really noticed me, and I didn't know how to break through. I ended up spending most of the night by myself, nursing a drink and feeling utterly invisible. It's like I'm on the outside looking in, and no one is reaching out to pull me in. Maybe I'm just not meant to be a sad part of this world.",,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:22:26,"June 14, 2025

Everyone is so loud that I am having headach",,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:22:31,"June 14, 2025

Everyone is so loud that I am having headache",,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:22:55,"June 14, 2025

Everyone is so calm that I am feeling empty",,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:23:10,"June 14, 2025

Everyone is so calm that I am feeling lonely",,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:23:20,"June 14, 2025

Everyone is so silent that I am feeling lonely",,Fear,Something’s worrying you. Talk it out with someone you trust 🫂
2025-06-14 03:23:36,"June 14, 2025

Everyone is so silent that I am feeling scared",,Fear,Something’s worrying you. Talk it out with someone you trust 🫂
2025-06-14 03:23:42,"June 14, 2025

Everyone is so silent that I am feeling scared!",,Disgust,You're put off by something. Take a moment to understand why and reset 🧼
2025-06-14 03:23:44,"June 14, 2025

Everyone is so silent that I am feeling scared",,Fear,Something’s worrying you. Talk it out with someone you trust 🫂
2025-06-14 03:24:45,I am glad to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:25:54,I am happy to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:25:55,I am happy to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:25:55,I am happy to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:25:56,I am happy to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:25:56,I am happy to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:25:56,I am happy to presenting this project with everyone,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:04,I am happy to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:05,I am happy to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:05,I am happy to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:05,I am happy to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:05,I am happy to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:12,I am glad to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:13,I am glad to presenting this project with you,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:30,I made a new friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:30,I made a new friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:31,I made a new friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:33,I made a new friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:47,I am very sad,,Disgust,You're put off by something. Take a moment to understand why and reset 🧼
2025-06-14 03:26:56,I made a new friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:26:58,I made a new friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:27:17,I am going to vacation after exam,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:27:31,I am going to vacation after exam and I am so exited about it.,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:27:31,I am going to vacation after exam and I am so exited about it.,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:27:31,I am going to vacation after exam and I am so exited about it.,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:28:01,I meet with my old friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:28:07,I meet with one of my old friend today,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
2025-06-14 03:28:26,i bought a new dress today,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:28:31,i bought a new red dress today,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:28:34,i bought a new red dress,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:28:46,I am going to paris,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:28:46,I am going to paris,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:28:50,I am going to paris!!,,Boredom,Things feel dull? Try doing something new or creative today 🎨
2025-06-14 03:29:13,"its sunny outside, perfect weather for outing",,Joy,You’re radiating happiness! Share your light with others today.
2025-06-14 03:29:23,"its sunny outside, perfect weather for picnic!",,Joy,You’re radiating happiness! Share your light with others today.
2025-06-14 03:29:24,"its sunny outside, perfect weather for picnic!",,Joy,You’re radiating happiness! Share your light with others today.
2025-06-29 11:18:43,hi happy,,Envy,You might be comparing yourself to others. Focus on your own growth 🌱
